transfer,player,age,season,matches_played,play_proportion,raw_goals,raw_assists,raw_nonpenaltykick_goal,total_pass_attempts,Total_Cmp.,Total_Passes_Leading_to_Shot,Cmp_Passes_18_yard_box,prog_dist_per_pass,Shot_Creating_Actions,def_action_to_shot,goal_creating_action,takeon_to_goal,prog_dist_per_carry,Progressive_Passes_Received,TakeOn_Attempts,TakeOn_Success_Percentage,tackle_ratio,Shot_Blocks,Pass_Blocks,Clearances,Aerial_Win_Percentage,aerials_total,FW,MF,DF,90minutes
0,Kenny Lala,27,2019-2020,25,0.962,0.088,0.044,0.0,60.0,0.741,1.322,1.233,68.99,2.643,0.0,0.044,0.0,40.372,3.216,2.996,0.647,0.552,0.22,0.396,1.762,0.615,1.145,0,1,1,22.7
0,Kévin Zohi,22,2019-2020,17,0.85,0.17,0.17,0.17,26.321,0.677,0.509,0.679,26.0,2.377,0.0,0.34,0.17,24.818,9.0,4.075,0.625,0.75,0.0,0.17,0.34,0.286,2.377,1,1,0,5.889
0,Nicolas Pallois,31,2019-2020,21,1.0,0.0,0.0,0.0,51.429,0.83,0.095,0.048,99.353,1.0,0.048,0.048,0.0,165.267,0.048,1.333,0.75,0.766,0.619,0.238,3.667,0.595,3.524,0,0,1,21.0
0,Joris Chotard,17,2019-2020,20,0.8,0.0,0.0,0.0,39.209,0.765,0.791,0.647,43.288,1.511,0.072,0.0,0.0,85.625,1.223,1.079,0.467,0.6,0.36,0.504,0.863,0.611,2.59,0,1,0,13.9
0,Pierrick Capelle,32,2019-2020,24,1.0,0.052,0.103,0.052,41.007,0.798,1.339,0.567,40.426,2.318,0.103,0.206,0.0,31.44,5.255,1.958,0.658,0.762,0.155,0.721,1.442,0.444,3.709,0,1,1,19.411
0,Arnaud Nordin,21,2019-2020,18,0.857,0.099,0.0,0.099,26.564,0.743,0.991,0.694,30.9,2.577,0.0,0.496,0.0,27.317,6.938,3.073,0.613,0.429,0.099,0.991,0.595,0.222,3.568,1,1,0,10.089
0,Eduardo Camavinga,16,2019-2020,25,0.962,0.043,0.085,0.043,41.86,0.873,0.299,0.214,32.802,1.58,0.0,0.342,0.085,50.167,1.025,1.196,0.679,0.61,0.342,0.769,1.495,0.47,2.819,0,1,0,23.411
0,Jemerson,26,2019-2020,13,0.867,0.0,0.0,0.0,55.227,0.832,0.17,0.085,61.576,0.597,0.0,0.0,0.0,122.0,0.511,0.17,1.0,0.607,0.256,0.426,2.045,0.522,1.96,0,1,1,11.733
0,Gaëtan Laborde,25,2019-2020,28,1.0,0.241,0.201,0.241,26.594,0.648,0.966,0.925,17.351,2.857,0.04,0.241,0.0,23.681,8.69,3.219,0.413,0.571,0.0,0.845,1.287,0.523,8.69,1,0,0,24.856
0,James Lea Siliki,23,2019-2020,20,0.769,0.0,0.0,0.0,33.781,0.748,0.667,0.584,33.125,2.252,0.083,0.167,0.0,40.435,2.502,1.585,0.632,0.571,0.334,0.918,1.001,0.526,1.585,0,1,0,11.989
0,Antonin Bobichon,23,2019-2020,13,0.542,0.217,0.109,0.217,42.449,0.78,0.977,0.651,25.559,3.04,0.0,0.326,0.0,35.174,3.148,1.086,0.6,0.538,0.0,0.869,0.434,0.235,1.846,0,1,0,9.211
0,Khéphren Thuram,18,2019-2020,14,0.7,0.0,0.0,0.0,57.661,0.87,0.458,0.305,41.792,1.983,0.153,0.0,0.0,195.667,0.61,1.831,0.667,0.318,0.305,1.525,1.983,0.7,1.525,0,1,0,6.556
0,Mathias Autret,28,2019-2020,23,0.958,0.147,0.221,0.147,41.612,0.66,2.209,1.694,33.429,4.419,0.147,0.368,0.0,31.875,6.113,1.473,0.2,0.739,0.074,0.957,0.221,0.182,1.62,1,1,0,13.578
0,Florent Mollet,27,2019-2020,25,1.0,0.321,0.16,0.321,47.405,0.769,2.298,0.695,37.714,4.008,0.053,0.534,0.0,33.789,6.52,1.283,0.583,0.846,0.053,0.428,0.107,0.364,1.764,1,1,0,18.711
0,Abdoulaye Bamba,29,2019-2020,7,0.5,0.0,0.0,0.0,45.0,0.736,0.487,0.325,108.0,0.975,0.0,0.0,0.0,28.667,3.736,0.487,0.333,0.7,0.162,0.487,2.924,0.273,1.787,0,0,1,6.156
0,Toma Bašić,22,2019-2020,15,0.714,0.091,0.272,0.091,53.582,0.775,2.089,0.636,30.61,3.179,0.0,0.363,0.0,64.053,2.18,2.452,0.704,0.846,0.182,1.09,1.09,0.692,2.361,0,1,0,11.011
0,Aurélien Chedjou,34,2019-2020,22,0.957,0.0,0.0,0.0,47.991,0.786,0.137,0.091,95.146,0.685,0.046,0.046,0.0,213.364,0.0,0.502,0.818,0.704,0.502,0.183,5.479,0.507,3.333,0,0,1,21.9
0,François Kamano,23,2019-2020,11,0.688,0.139,0.0,0.139,43.472,0.796,0.694,0.694,36.278,2.5,0.0,0.417,0.0,28.548,9.583,3.889,0.393,0.5,0.0,0.694,0.278,0.176,2.361,0,1,1,7.2
0,Youssouf Fofana,20,2019-2020,20,1.0,0.056,0.111,0.056,44.499,0.831,0.723,0.501,30.417,2.002,0.056,0.111,0.0,45.87,3.504,2.002,0.417,0.634,0.111,1.168,0.89,0.61,2.281,0,1,0,17.978
0,Thomas Delaine,27,2019-2020,16,0.696,0.0,0.0,0.0,49.306,0.689,0.861,0.933,61.702,1.722,0.0,0.0,0.0,30.5,6.172,2.081,0.586,0.64,0.072,1.148,2.01,0.333,1.292,0,0,1,13.933
0,Thomas Monconduit,28,2019-2020,19,0.731,0.0,0.0,0.0,48.101,0.748,0.66,0.198,43.306,1.518,0.0,0.0,0.0,90.083,1.386,1.254,0.789,0.462,0.264,0.462,1.65,0.548,2.771,0,1,0,15.156
0,Mahdi Camara,21,2019-2020,12,0.75,0.0,0.0,0.0,45.549,0.84,0.3,0.3,38.733,0.899,0.1,0.3,0.0,53.053,1.299,0.999,0.8,0.606,0.2,1.798,0.499,0.533,2.997,0,1,0,10.011
0,John Boye,32,2019-2020,24,0.96,0.085,0.0,0.085,39.064,0.853,0.043,0.043,197.464,0.383,0.0,0.0,0.0,996.0,0.0,0.255,0.667,0.633,0.766,0.553,4.936,0.597,3.277,0,0,1,23.5
0,Patrick Burner,23,2019-2020,20,0.8,0.063,0.063,0.063,68.975,0.856,0.439,0.565,54.901,1.318,0.126,0.126,0.0,79.8,2.008,1.946,0.645,0.714,0.126,0.565,2.322,0.25,2.008,0,0,1,15.933
0,Frédéric Sammaritano,33,2019-2020,10,0.625,0.174,0.347,0.174,45.521,0.748,3.475,1.911,29.235,5.212,0.0,0.521,0.0,23.818,7.124,2.432,0.714,0.778,0.174,0.869,0.521,0.0,1.042,1,1,0,5.756
0,Mathias Pereira Lage,22,2019-2020,25,1.0,0.058,0.175,0.058,31.226,0.697,1.284,0.875,30.04,2.977,0.0,0.35,0.058,24.918,7.938,1.926,0.394,0.6,0.0,1.109,0.525,0.462,3.794,0,1,0,17.133
0,Didier Ibrahim Ndong,25,2019-2020,27,1.0,0.0,0.113,0.0,53.789,0.877,0.604,0.189,46.523,1.66,0.038,0.113,0.0,52.188,0.981,1.207,0.594,0.565,0.226,0.792,1.169,0.409,1.66,0,1,0,26.511
0,Clément Grenier,28,2019-2020,11,0.846,0.107,0.0,0.107,48.915,0.73,1.287,0.215,38.319,3.325,0.0,0.215,0.107,48.278,2.145,0.751,0.857,0.571,0.215,0.536,1.716,0.625,1.716,0,1,0,9.322
0,Domagoj Bradarić,19,2019-2020,18,0.818,0.0,0.063,0.0,53.34,0.743,1.078,1.078,72.386,1.903,0.0,0.127,0.0,44.343,6.025,0.888,0.429,0.393,0.19,0.825,1.776,0.313,2.03,0,0,1,15.767
0,Adrien Tameze,25,2019-2020,8,0.615,0.173,0.0,0.173,39.884,0.848,1.214,1.04,29.45,1.734,0.0,0.173,0.0,31.364,4.162,1.908,0.727,0.333,0.347,0.867,0.173,0.222,1.561,0,1,0,5.767
0,Nicolas Cozza,20,2019-2020,7,0.583,0.0,0.0,0.0,40.144,0.815,0.0,0.162,109.385,0.647,0.162,0.0,0.0,234.0,0.162,0.647,0.5,1.0,0.971,0.324,2.914,0.5,2.914,0,0,1,6.178
0,Damien Le Tallec,29,2019-2020,28,1.0,0.073,0.0,0.073,36.322,0.796,0.22,0.22,52.106,1.172,0.037,0.256,0.0,114.455,0.952,0.256,0.429,0.519,0.659,0.732,2.16,0.496,4.723,0,1,1,27.311
0,Memphis,25,2019-2020,13,0.929,0.796,0.177,0.707,42.878,0.738,2.21,1.238,28.531,4.862,0.088,0.442,0.177,32.051,8.929,4.155,0.553,0.75,0.0,0.0,0.177,0.2,0.884,1,1,0,11.311
0,Robert Berić,28,2019-2020,11,0.647,0.218,0.0,0.218,14.165,0.677,0.872,0.436,30.0,0.872,0.0,0.0,0.0,35.667,5.012,0.654,0.333,0.667,0.0,0.436,0.436,0.188,3.487,1,0,0,4.589
0,Nuno da Costa,28,2019-2020,14,0.737,0.171,0.0,0.171,24.592,0.618,0.854,0.512,21.615,2.562,0.0,0.0,0.0,37.167,9.734,4.611,0.593,0.667,0.0,1.195,0.512,0.6,5.977,1,0,0,5.856
0,Thomas Foket,24,2019-2020,27,0.964,0.0,0.037,0.0,48.444,0.793,0.778,0.741,63.045,1.815,0.037,0.111,0.0,38.246,4.074,0.778,0.619,0.59,0.148,0.407,2.185,0.42,1.852,0,0,1,27.0
0,José Fonte,35,2019-2020,25,0.893,0.041,0.041,0.041,60.367,0.865,0.245,0.204,99.768,0.571,0.0,0.082,0.0,251.556,0.327,0.122,0.667,0.579,0.449,0.327,3.673,0.61,4.286,0,0,1,24.5
0,Wesley Saïd,24,2019-2020,23,1.0,0.155,0.078,0.155,32.431,0.799,0.931,1.009,31.22,2.948,0.0,0.155,0.0,31.814,6.517,3.181,0.683,0.45,0.0,0.466,0.621,0.464,2.172,1,1,0,12.889
0,Casimir Ninga,26,2019-2020,16,0.941,0.395,0.132,0.395,27.408,0.75,1.581,1.186,23.714,4.612,0.132,0.395,0.0,31.067,8.302,2.635,0.45,1.0,0.0,0.659,0.264,0.448,3.821,1,1,0,7.589
0,Mathieu Debuchy,34,2019-2020,21,0.84,0.051,0.051,0.051,55.964,0.719,0.661,0.712,62.652,1.984,0.0,0.102,0.0,44.485,3.358,0.865,0.647,0.591,0.56,0.509,3.002,0.657,6.97,0,0,1,19.656
0,Serhou Guirassy,23,2019-2020,23,1.0,0.422,0.094,0.281,29.141,0.707,0.656,0.328,19.157,1.733,0.0,0.328,0.0,29.433,8.339,1.499,0.469,0.429,0.281,0.328,0.984,0.489,8.902,1,0,0,21.344
0,Tristan Dingomé,28,2019-2020,15,0.882,0.0,0.101,0.0,37.735,0.714,1.211,1.312,19.373,3.027,0.0,0.303,0.0,191.0,4.843,0.504,0.6,0.4,0.0,0.605,0.101,0.25,0.807,0,1,0,9.911
0,William Vainqueur,30,2019-2020,21,0.913,0.0,0.0,0.0,51.691,0.887,0.472,0.21,41.405,1.522,0.0,0.052,0.0,81.133,1.627,1.312,0.84,0.529,0.262,0.84,1.207,0.526,1.994,0,1,0,19.056
0,Wissam Ben Yedder,28,2019-2020,26,1.0,0.749,0.166,0.624,34.062,0.722,1.872,1.289,22.735,3.743,0.042,0.416,0.042,26.028,8.692,2.329,0.607,0.727,0.0,0.499,0.042,0.261,1.913,1,0,0,24.044
0,Pablo Sarabia,27,2019-2020,21,0.84,0.309,0.232,0.309,52.655,0.771,1.469,1.546,24.616,3.093,0.077,0.309,0.0,33.512,14.304,0.696,0.556,0.583,0.077,1.392,0.387,0.25,0.928,1,1,0,12.933
0,Théo Pellenard,25,2019-2020,8,0.471,0.0,0.0,0.0,54.593,0.754,1.385,0.791,63.571,2.374,0.0,0.0,0.0,38.5,5.341,1.582,0.5,0.727,0.0,0.791,1.582,0.714,1.385,0,0,1,5.056
0,Kalifa Coulibaly,27,2019-2020,21,0.955,0.223,0.0,0.223,18.769,0.549,0.724,0.39,22.476,1.559,0.0,0.056,0.0,23.565,6.906,1.504,0.296,0.636,0.056,0.111,1.782,0.519,10.526,1,0,0,17.956
0,Rafael,29,2019-2020,13,0.65,0.0,0.0,0.0,57.086,0.8,0.386,0.386,56.882,1.671,0.129,0.0,0.0,47.727,3.6,1.929,0.533,0.667,0.386,0.386,1.8,0.654,3.343,0,0,1,7.778
0,Fernando Marçal,30,2019-2020,11,0.917,0.0,0.109,0.0,81.641,0.81,1.303,1.303,52.909,2.171,0.0,0.217,0.0,55.148,5.428,1.303,0.5,0.643,0.326,0.434,3.474,0.741,2.931,0,0,1,9.211
0,Rayan Aït-Nouri,18,2019-2020,17,1.0,0.0,0.14,0.0,56.724,0.765,0.632,1.193,73.464,1.825,0.14,0.14,0.0,35.8,4.844,2.457,0.543,0.759,0.07,0.913,2.317,0.739,1.615,0,0,1,14.244
0,Haris Duljević,25,2019-2020,14,0.824,0.0,0.519,0.0,27.173,0.688,1.904,1.038,16.4,4.673,0.173,1.038,0.173,38.4,5.019,3.981,0.565,0.545,0.0,0.865,0.173,0.286,2.423,1,1,0,5.778
0,Souleyman Doumbia,22,2019-2020,6,0.75,0.0,0.167,0.0,57.5,0.765,0.833,0.667,72.652,1.667,0.0,0.333,0.0,35.304,3.167,2.167,0.615,0.455,0.333,0.833,3.5,0.385,2.167,0,0,1,6.0
0,Ruben Gabrielsen,27,2019-2020,8,1.0,0.0,0.0,0.0,40.747,0.825,0.137,0.137,133.071,0.274,0.0,0.0,0.0,205.0,0.0,0.412,1.0,0.667,0.412,0.274,5.625,0.706,4.665,0,0,1,7.289
0,Eddy Gnahoré,25,2019-2020,17,0.85,0.0,0.0,0.0,57.988,0.901,0.556,0.238,41.333,1.589,0.0,0.159,0.0,96.167,2.542,0.556,0.429,0.5,0.318,1.668,1.986,0.5,1.906,0,1,0,12.589
0,Farid Boulaya,26,2019-2020,19,0.864,0.219,0.11,0.219,45.822,0.667,2.412,1.425,32.023,4.166,0.0,0.219,0.0,27.848,5.92,3.179,0.517,0.714,0.0,0.548,0.329,0.278,1.973,1,0,0,9.122
0,Sidy Sarr,23,2019-2020,22,0.957,0.0,0.155,0.0,40.867,0.705,0.85,0.464,34.914,1.931,0.077,0.155,0.0,92.714,1.622,1.082,0.643,0.514,0.232,0.773,1.391,0.655,10.97,0,1,0,12.944
0,Flavien Tait,26,2019-2020,17,0.773,0.203,0.203,0.203,41.695,0.729,1.831,1.729,22.961,4.271,0.0,0.407,0.0,29.696,6.814,3.254,0.688,0.65,0.0,0.712,0.508,0.235,1.729,1,1,0,9.833
0,Hwang Ui-jo,26,2019-2020,24,0.923,0.331,0.11,0.331,22.872,0.822,0.331,0.441,24.774,1.598,0.055,0.276,0.0,29.794,6.173,1.984,0.389,0.778,0.0,0.386,0.276,0.405,2.039,1,1,0,18.144
0,Molla Wagué,28,2019-2020,9,0.36,0.0,0.0,0.0,42.757,0.833,0.132,0.132,177.222,0.924,0.0,0.396,0.0,460.0,0.132,0.528,1.0,0.8,1.056,0.264,5.543,0.692,5.147,0,0,1,7.578
0,Lamine Koné,30,2019-2020,18,0.818,0.061,0.0,0.061,45.275,0.807,0.244,0.367,85.306,0.489,0.0,0.0,0.0,116.933,0.183,0.611,0.8,0.677,0.305,0.183,2.872,0.686,3.116,0,0,1,16.367
0,Hamari Traoré,27,2019-2020,27,1.0,0.0,0.187,0.0,58.569,0.794,1.269,1.12,69.922,2.501,0.037,0.299,0.075,38.6,4.554,1.53,0.61,0.473,0.187,0.635,2.202,0.552,2.501,0,0,1,26.789
0,Mehdi Abeid,26,2019-2020,25,0.962,0.05,0.099,0.05,47.898,0.819,1.337,0.297,34.942,2.625,0.099,0.198,0.0,59.76,2.08,1.139,0.696,0.527,0.149,0.644,0.396,0.433,1.486,0,1,0,20.189
0,Houssem Aouar,21,2019-2020,25,0.962,0.138,0.184,0.138,49.785,0.841,1.104,1.15,24.336,3.911,0.184,0.506,0.046,30.638,5.844,5.153,0.598,0.429,0.046,0.644,0.506,0.586,1.334,1,1,0,21.733
0,Jérémy Pied,30,2019-2020,5,0.217,0.0,0.0,0.0,66.2,0.722,0.4,2.2,55.438,2.0,0.0,0.0,0.0,46.545,4.8,1.2,0.5,0.556,0.0,1.6,2.0,0.5,1.6,0,0,1,5.0
0,Bongani Zungu,26,2019-2020,21,0.875,0.0,0.0,0.0,49.446,0.796,0.181,0.181,52.745,1.542,0.091,0.272,0.0,99.5,0.363,0.544,0.667,0.407,0.181,0.544,1.905,0.4,4.083,0,1,0,11.022
0,Timothée Kolodziejczak,27,2019-2020,15,0.833,0.0,0.0,0.0,50.483,0.762,0.483,0.207,74.16,0.828,0.0,0.069,0.0,87.619,1.448,0.345,0.8,0.588,0.207,0.345,3.034,0.581,2.966,0,0,1,14.5
0,Yohan Cabaye,33,2019-2020,15,0.938,0.0,0.105,0.0,54.65,0.787,0.839,0.629,45.627,2.203,0.105,0.105,0.0,78.545,1.154,0.839,0.75,0.621,0.0,1.049,0.734,0.5,1.678,0,1,0,9.533
0,Axel Disasi,21,2019-2020,27,1.0,0.037,0.0,0.037,55.815,0.843,0.185,0.296,80.667,0.815,0.0,0.037,0.0,96.429,0.111,0.296,0.5,0.656,0.889,0.185,3.593,0.587,4.481,0,0,1,27.0
0,Boubakary Soumaré,20,2019-2020,20,0.769,0.0,0.0,0.0,56.241,0.893,0.89,0.297,40.297,1.855,0.074,0.074,0.0,61.19,1.558,1.707,0.87,0.632,0.0,0.445,0.668,0.526,1.41,0,1,0,13.478
0,Presnel Kimpembe,23,2019-2020,16,0.762,0.0,0.0,0.0,81.845,0.948,0.073,0.0,101.707,0.514,0.0,0.0,0.0,384.667,0.147,1.102,0.867,0.758,0.22,0.294,2.424,0.625,2.351,0,0,1,13.611
0,Samuel Moutoussamy,22,2019-2020,18,0.643,0.0,0.0,0.0,55.067,0.816,1.205,0.344,35.842,2.925,0.0,0.0,0.0,47.2,7.228,2.925,0.353,0.25,0.0,0.344,1.205,0.0,1.033,0,1,1,5.811
0,Nicolas de Préville,28,2019-2020,24,1.0,0.271,0.18,0.226,44.03,0.705,2.075,0.812,31.307,4.421,0.09,0.541,0.09,28.962,7.173,3.88,0.419,0.6,0.135,0.541,0.857,0.477,3.88,1,1,0,22.167
0,Tiago Djaló,19,2019-2020,8,0.381,0.0,0.0,0.0,61.543,0.852,0.136,0.0,109.333,0.545,0.0,0.0,0.0,147.833,0.272,0.545,0.75,0.444,0.272,0.136,3.812,0.474,2.587,0,0,1,7.344
0,Jonathan Bamba,23,2019-2020,26,0.963,0.046,0.186,0.0,38.797,0.793,1.673,0.79,34.088,4.042,0.046,0.325,0.0,29.035,6.133,3.81,0.549,0.5,0.139,0.743,0.372,0.4,0.929,1,1,0,21.522
0,Ismaël Traoré,32,2019-2020,23,0.92,0.0,0.0,0.0,45.877,0.836,0.219,0.219,130.056,0.789,0.0,0.0,0.0,169.0,0.088,0.219,0.8,0.522,0.57,0.439,3.728,0.58,3.026,0,0,1,22.8
0,Florian Miguel,22,2019-2020,24,0.96,0.044,0.0,0.044,43.38,0.702,0.569,0.788,83.108,1.751,0.044,0.088,0.044,37.826,4.334,1.663,0.395,0.49,0.175,0.657,1.401,0.521,3.108,0,0,1,22.844
0,Jordan Pefok,23,2019-2020,14,0.737,0.0,0.205,0.0,19.636,0.708,1.227,0.0,14.0,2.25,0.0,0.205,0.0,20.375,4.295,1.636,0.625,0.857,0.0,0.614,0.409,0.421,7.773,1,0,0,4.889
0,Muzinga Ngonda,24,2019-2020,6,0.5,0.0,0.0,0.0,58.167,0.734,0.333,0.5,60.214,0.5,0.0,0.0,0.0,42.333,4.833,0.667,0.25,0.4,0.667,0.167,3.833,0.524,3.5,0,0,1,6.0
0,Nicholas Opoku,21,2019-2020,7,1.0,0.0,0.0,0.0,31.286,0.749,0.0,0.143,84.357,0.286,0.0,0.0,0.0,170.333,0.143,0.143,0.0,0.714,0.286,0.571,4.571,0.611,2.571,0,0,1,7.0
0,Samuel Kalu,21,2019-2020,20,0.909,0.066,0.066,0.066,34.687,0.727,0.663,0.398,31.455,2.719,0.066,0.265,0.0,32.926,8.622,6.367,0.5,0.515,0.066,0.796,0.663,0.373,3.382,1,0,1,15.078
0,Issiaga Sylla,25,2019-2020,28,1.0,0.0,0.071,0.0,53.107,0.724,0.893,0.786,69.06,1.821,0.179,0.071,0.0,40.514,3.321,1.929,0.574,0.671,0.25,0.857,3.214,0.6,4.821,0,0,1,28.0
0,Fábio,29,2019-2020,10,1.0,0.0,0.0,0.0,57.518,0.792,0.755,0.863,81.0,1.727,0.108,0.0,0.0,40.304,2.698,0.971,0.667,0.579,0.54,0.54,2.05,0.441,3.669,0,0,1,9.267
0,Kelvin Amian,21,2019-2020,20,1.0,0.0,0.11,0.0,37.257,0.808,0.276,0.441,50.324,0.772,0.055,0.11,0.0,42.5,1.488,1.323,0.458,0.778,0.386,0.386,3.086,0.5,2.315,0,0,1,18.144
0,Ibrahim Sangaré,21,2019-2020,25,1.0,0.0,0.041,0.0,53.793,0.776,1.117,0.828,40.697,2.69,0.124,0.207,0.0,67.514,0.952,1.614,0.769,0.643,0.414,0.745,2.028,0.662,2.814,0,1,0,24.167
0,Rachid Alioui,27,2019-2020,28,1.0,0.345,0.058,0.345,27.409,0.725,1.036,0.518,18.371,2.591,0.0,0.115,0.0,29.333,6.219,1.267,0.727,0.625,0.0,0.173,0.518,0.406,6.104,1,0,0,17.367
0,Renaud Ripart,26,2019-2020,24,1.0,0.178,0.089,0.089,27.706,0.667,0.888,0.533,43.465,2.131,0.0,0.089,0.0,29.771,5.95,2.486,0.357,0.59,0.089,0.666,1.643,0.377,9.191,1,0,1,22.522
0,Maxwel Cornet,22,2019-2020,22,0.917,0.271,0.203,0.271,48.045,0.704,1.962,1.556,47.653,3.045,0.0,0.406,0.135,30.344,10.759,2.301,0.559,0.633,0.068,1.015,1.286,0.485,2.233,1,0,1,14.778
0,Darío Benedetto,29,2019-2020,26,1.0,0.471,0.0,0.471,21.547,0.652,0.857,0.386,18.744,1.842,0.043,0.386,0.086,26.0,5.14,1.157,0.63,0.75,0.086,0.557,0.985,0.391,5.483,1,0,0,23.344
0,Matheus Pereira da Silva,21,2019-2020,10,0.667,0.0,0.0,0.0,46.645,0.71,1.742,0.774,27.844,3.29,0.0,0.194,0.0,35.556,4.839,0.968,0.6,0.6,0.0,2.129,0.968,0.444,1.742,1,1,0,5.167
0,Marvin Gakpa,25,2019-2020,13,0.591,0.0,0.0,0.0,50.769,0.739,2.115,0.577,40.478,3.077,0.192,0.0,0.0,58.778,3.654,1.538,0.625,0.6,0.0,0.577,0.192,0.143,1.346,1,1,0,5.2
0,Reinildo Mandava,25,2019-2020,16,0.727,0.0,0.0,0.0,54.243,0.777,0.486,0.73,53.178,1.378,0.081,0.0,0.0,32.355,4.703,1.135,0.571,0.568,0.081,1.216,1.622,0.5,2.919,0,1,1,12.333
0,Vincent Manceau,30,2019-2020,22,0.917,0.0,0.0,0.0,61.227,0.794,0.591,0.955,62.242,1.5,0.0,0.091,0.0,51.5,3.136,0.636,0.429,0.647,0.136,0.591,2.318,0.556,1.227,0,0,1,22.0
0,Jordan Lefort,25,2019-2020,10,0.5,0.0,0.107,0.0,53.765,0.809,0.321,0.107,128.679,0.748,0.0,0.214,0.107,351.5,0.855,0.641,0.833,0.667,0.107,0.321,3.1,0.52,2.672,0,0,1,9.356
0,Youssef Aït Bennasser,23,2019-2020,12,0.706,0.0,0.168,0.0,68.172,0.862,0.672,0.504,34.809,1.679,0.0,0.336,0.0,94.5,1.007,1.175,0.571,0.727,0.168,0.84,1.679,0.5,1.679,0,1,0,5.956
0,Vitorino Hilton,41,2019-2020,28,1.0,0.0,0.072,0.0,50.916,0.802,0.466,0.215,108.073,1.112,0.0,0.108,0.0,109.393,0.215,0.323,0.889,0.63,0.645,0.143,4.339,0.679,4.697,0,0,1,27.889
0,Max Gradel,31,2019-2020,21,1.0,0.165,0.11,0.055,32.532,0.64,0.991,1.266,38.75,3.083,0.055,0.33,0.055,27.049,7.982,3.633,0.545,0.556,0.055,0.55,1.266,0.34,2.917,1,1,0,18.167
0,Alexis Blin,22,2019-2020,24,0.857,0.0,0.049,0.0,51.38,0.837,0.342,0.196,42.94,0.782,0.049,0.049,0.0,107.2,0.44,0.587,0.667,0.641,0.293,0.929,2.395,0.506,3.862,0,1,0,20.456
0,Thiago Mendes,27,2019-2020,22,1.0,0.0,0.298,0.0,58.311,0.855,1.142,0.894,38.473,2.185,0.0,0.447,0.0,104.071,1.391,0.695,0.571,0.674,0.348,0.695,1.788,0.591,1.093,0,1,0,20.133
0,Adrien Thomasson,25,2019-2020,25,1.0,0.347,0.043,0.347,41.829,0.76,1.737,1.347,27.842,3.692,0.0,0.304,0.0,30.308,6.472,2.085,0.604,0.583,0.043,0.869,0.391,0.304,2.432,1,1,0,23.022
0,Thomas Mangani,32,2019-2020,24,0.923,0.096,0.096,0.096,66.718,0.781,2.405,1.443,48.548,4.041,0.0,0.144,0.0,57.0,2.79,1.154,0.542,0.697,0.096,0.722,0.962,0.463,2.598,0,1,0,20.789
0,Theo Valls,23,2019-2020,23,0.92,0.055,0.055,0.055,38.658,0.763,1.434,0.551,33.322,2.537,0.055,0.055,0.0,41.103,1.93,1.103,0.65,0.41,0.0,0.938,0.331,0.462,2.151,0,1,0,18.133
0,Matthieu Udol,23,2019-2020,13,0.722,0.0,0.082,0.0,48.92,0.721,0.572,0.653,94.879,1.715,0.0,0.245,0.0,38.462,1.388,1.797,0.636,0.655,0.327,1.388,3.512,0.481,2.205,0,0,1,12.244
0,Boubacar Kamara,19,2019-2020,24,1.0,0.042,0.084,0.042,54.993,0.857,0.295,0.21,81.793,0.842,0.042,0.21,0.0,282.222,0.126,1.01,0.583,0.507,0.589,0.547,2.23,0.552,4.039,0,1,1,23.767
0,Kasper Dolberg,21,2019-2020,23,1.0,0.524,0.143,0.524,13.824,0.762,0.572,0.095,25.5,1.287,0.0,0.191,0.0,24.75,4.29,1.668,0.371,0.6,0.095,0.763,1.144,0.475,1.907,1,0,0,20.978
0,Mexer,30,2019-2020,19,0.792,0.0,0.121,0.0,68.226,0.801,0.302,0.06,130.378,0.786,0.0,0.121,0.0,209.714,0.302,0.907,0.6,0.688,0.786,0.06,2.843,0.629,4.234,0,0,1,16.533
0,Adrien Hunou,25,2019-2020,23,0.958,0.595,0.074,0.521,23.43,0.746,1.041,0.744,21.148,2.603,0.149,0.446,0.0,29.2,6.099,1.041,0.357,0.857,0.074,1.116,0.372,0.321,2.083,1,1,0,13.444
0,Samuel Grandsir,22,2019-2020,24,0.923,0.181,0.06,0.181,31.85,0.688,1.206,0.905,23.13,2.775,0.0,0.241,0.0,28.349,9.772,3.016,0.48,0.647,0.0,0.543,0.302,0.172,1.749,1,1,0,16.578
0,Andy Delort,27,2019-2020,26,1.0,0.355,0.118,0.355,31.145,0.572,1.5,1.145,23.609,3.395,0.0,0.434,0.079,24.38,9.711,2.566,0.431,0.643,0.237,0.592,0.395,0.514,5.763,1,0,0,25.333
0,Ludovic Baal,33,2019-2020,11,0.458,0.0,0.0,0.0,67.582,0.791,1.524,1.632,76.25,2.612,0.0,0.109,0.0,42.069,4.571,2.721,0.68,0.556,0.326,0.653,2.177,0.564,4.244,0,0,1,9.189
0,Yann M'Vila,29,2019-2020,23,0.92,0.0,0.093,0.0,55.937,0.857,0.463,0.185,58.259,1.159,0.0,0.093,0.0,350.0,0.371,0.278,0.833,0.483,0.185,0.463,2.178,0.589,2.595,0,1,1,21.578
0,Jeff Reine-Adélaïde,21,2019-2020,15,0.882,0.313,0.209,0.313,47.401,0.848,1.253,0.94,27.771,4.072,0.104,0.731,0.313,35.419,4.803,6.16,0.746,0.692,0.104,0.313,0.522,0.471,1.775,0,1,0,9.578
